timestamp,Primary Data Center (kW),Backup Data Center (kW)
2025-03-16 00:25:00,251.36,39.89
2025-03-16 00:30:00,254.2,40.45
2025-03-16 00:35:00,256.27,41.14
2025-03-16 00:40:00,253.64,39.84
2025-03-16 00:45:00,248.82,39.36
2025-03-16 00:50:00,249.52,39.4
2025-03-16 00:55:00,253.47,40.97
2025-03-16 01:00:00,248.48,40.76
2025-03-16 01:05:00,249.58,41.1
2025-03-16 01:10:00,251.9,40.96
2025-03-16 01:15:00,253.21,40.38
2025-03-16 01:20:00,250.67,39.75
2025-03-16 01:25:00,241.32,41.98
2025-03-16 01:30:00,311.02,39.83
2025-03-16 01:35:00,309.06,42.53
2025-03-16 01:40:00,307.07,39.93
2025-03-16 01:45:00,310.07,40.85
2025-03-16 01:50:00,313.36,39.78
2025-03-16 01:55:00,306.61,38.81
2025-03-16 02:00:00,314.77,40.79
2025-03-16 02:05:00,312.94,39.82
2025-03-16 02:10:00,312.8,40.53
2025-03-16 02:15:00,307.56,39.37
2025-03-16 02:20:00,309.25,40.51
2025-03-16 02:25:00,308.85,39.32
2025-03-16 02:30:00,310,40.58
2025-03-16 02:35:00,309.81,41.6
2025-03-16 02:40:00,309.05,40.81
2025-03-16 02:45:00,309.47,39.28
2025-03-16 02:50:00,309.37,39.62
2025-03-16 02:55:00,310.8,41.32
2025-03-16 03:00:00,305.04,39.49
2025-03-16 03:05:00,311.46,40.01
2025-03-16 03:10:00,315.09,39.72
2025-03-16 03:15:00,313.22,39.43
2025-03-16 03:20:00,307.16,41.07
2025-03-16 03:25:00,313.13,40.18
2025-03-16 03:30:00,256.87,40.02
2025-03-16 03:35:00,249.27,40.27
2025-03-16 03:40:00,252.16,40.94
2025-03-16 03:45:00,256.9,39.43
2025-03-16 03:50:00,253.09,37.02
2025-03-16 03:55:00,254.65,39.27
2025-03-16 04:00:00,246.71,39.36
2025-03-16 04:05:00,250.71,40.31
2025-03-16 04:10:00,251.18,41.39
2025-03-16 04:15:00,251.69,38.28
2025-03-16 04:20:00,252.37,39.82
2025-03-16 04:25:00,250.47,39.71
2025-03-16 04:30:00,246.06,42.6
2025-03-16 04:35:00,253.2,37.93
2025-03-16 04:40:00,251.14,39.43
2025-03-16 04:45:00,246.46,39.87
2025-03-16 04:50:00,252.28,39.3
2025-03-16 04:55:00,251.66,40.03
2025-03-16 05:00:00,251.61,116.13
2025-03-16 05:05:00,249.14,113.52
2025-03-16 05:10:00,254.9,114.46
2025-03-16 05:15:00,251.71,114.76
2025-03-16 05:20:00,247.63,113.82
2025-03-16 05:25:00,245.37,115.12
2025-03-16 05:30:00,247.7,114.76
2025-03-16 05:35:00,242.89,115.52
2025-03-16 05:40:00,249.22,116.83
2025-03-16 05:45:00,250.39,113.62
2025-03-16 05:50:00,246.38,114.99
2025-03-16 05:55:00,248.36,114.95
2025-03-16 06:00:00,254.66,114.94
2025-03-16 06:05:00,250.32,115.18
2025-03-16 06:10:00,254.61,114.02
2025-03-16 06:15:00,249.45,115.32
2025-03-16 06:20:00,249.47,114.82
2025-03-16 06:25:00,243.4,115.99
2025-03-16 06:30:00,252.19,113.84
2025-03-16 06:35:00,253.3,115.07
2025-03-16 06:40:00,248.97,115.14
2025-03-16 06:45:00,249.07,116.14
2025-03-16 06:50:00,252.44,114.54
2025-03-16 06:55:00,247.79,116.62
2025-03-16 07:00:00,247.65,39.14
2025-03-16 07:05:00,250.95,40.07
2025-03-16 07:10:00,248.18,37.92
2025-03-16 07:15:00,251.83,40.97
2025-03-16 07:20:00,247.24,40.24
2025-03-16 07:25:00,254.53,40.8
2025-03-16 07:30:00,251.97,39.29
2025-03-16 07:35:00,250.2,39.54
2025-03-16 07:40:00,247.38,41.08
2025-03-16 07:45:00,246.83,40.77
2025-03-16 07:50:00,247.31,41.04
2025-03-16 07:55:00,245.7,38.83
2025-03-16 08:00:00,254.02,39.98
2025-03-16 08:05:00,251.03,40.29
2025-03-16 08:10:00,253.21,39.25
2025-03-16 08:15:00,255.22,38.97
2025-03-16 08:20:00,253.92,41.13
2025-03-16 08:25:00,251.35,39.36
2025-03-16 08:30:00,248.77,40.48
2025-03-16 08:35:00,252.25,40.44
2025-03-16 08:40:00,250.63,39.75
2025-03-16 08:45:00,249.22,40.72
2025-03-16 08:50:00,248.45,39.02
2025-03-16 08:55:00,253.24,39.85
2025-03-16 09:00:00,254.43,40.58
2025-03-16 09:05:00,249.17,40.39
2025-03-16 09:10:00,248.69,38.3
2025-03-16 09:15:00,252.09,39.07
2025-03-16 09:20:00,248.09,39.6
2025-03-16 09:25:00,251.81,40.04
2025-03-16 09:30:00,255.21,37.73
2025-03-16 09:35:00,248.75,40.86
2025-03-16 09:40:00,250.07,39.47
2025-03-16 09:45:00,255.97,39.08
2025-03-16 09:50:00,248.88,39.2
2025-03-16 09:55:00,250.42,40.39
2025-03-16 10:00:00,247.17,39.99
2025-03-16 10:05:00,247.89,39.4
2025-03-16 10:10:00,245.86,38.41
2025-03-16 10:15:00,258.78,39.36
2025-03-16 10:20:00,251.72,39.15
2025-03-16 10:25:00,249.86,40.35
2025-03-16 10:30:00,246.83,38.04
2025-03-16 10:35:00,244.53,40.46
2025-03-16 10:40:00,250.73,40.8
2025-03-16 10:45:00,249.56,38.73
2025-03-16 10:50:00,251.51,37.93
2025-03-16 10:55:00,252.08,40.48
2025-03-16 11:00:00,253.04,42.21
2025-03-16 11:05:00,249.87,39.87
2025-03-16 11:10:00,251.87,39.88
2025-03-16 11:15:00,248.78,40.74
2025-03-16 11:20:00,247.45,38.71
2025-03-16 11:25:00,248.99,39.34
2025-03-16 11:30:00,252.31,40.07
2025-03-16 11:35:00,251.82,38.11
2025-03-16 11:40:00,249.96,39.99
2025-03-16 11:45:00,250.97,42.24
2025-03-16 11:50:00,254.82,39.71
2025-03-16 11:55:00,244.59,39.57
2025-03-16 12:00:00,246.23,40.62
2025-03-16 12:05:00,249.96,40.32
2025-03-16 12:10:00,252.1,39.73
2025-03-16 12:15:00,249.35,40.75
2025-03-16 12:20:00,252.71,38.4
2025-03-16 12:25:00,240.98,41.61
2025-03-16 12:30:00,243.01,38.74
2025-03-16 12:35:00,248.3,39.73
2025-03-16 12:40:00,258,38.35
2025-03-16 12:45:00,250,40.33
2025-03-16 12:50:00,243.28,40.23
2025-03-16 12:55:00,248.92,38.21
2025-03-16 13:00:00,266.85,40.99
2025-03-16 13:05:00,267.89,40.97
2025-03-16 13:10:00,266.41,38.73
2025-03-16 13:15:00,264.29,40.83
2025-03-16 13:20:00,267.04,41.74
2025-03-16 13:25:00,268.46,40.45
2025-03-16 13:30:00,263.34,40.9
2025-03-16 13:35:00,264.63,40
2025-03-16 13:40:00,264.59,40.11
2025-03-16 13:45:00,259.88,40.06
2025-03-16 13:50:00,261.23,39.24
2025-03-16 13:55:00,258.04,40.12
2025-03-16 14:00:00,265.25,39.36
2025-03-16 14:05:00,264.11,39.31
2025-03-16 14:10:00,263.98,39.36
2025-03-16 14:15:00,264.9,40.08
2025-03-16 14:20:00,266.56,39.67
2025-03-16 14:25:00,262.98,39.19
2025-03-16 14:30:00,268.52,40.66
2025-03-16 14:35:00,260.22,40.04
2025-03-16 14:40:00,264.96,39.2
2025-03-16 14:45:00,264.7,40.19
2025-03-16 14:50:00,267.55,41.64
2025-03-16 14:55:00,263.52,41.56
2025-03-16 15:00:00,253.21,39.73
2025-03-16 15:05:00,249.3,40.45
2025-03-16 15:10:00,249.69,38.14
2025-03-16 15:15:00,249.55,40.27
2025-03-16 15:20:00,252.09,40.56
2025-03-16 15:25:00,252.56,39.18
2025-03-16 15:30:00,248.19,40.75
2025-03-16 15:35:00,245.77,40.54
2025-03-16 15:40:00,247.06,40.12
2025-03-16 15:45:00,250.5,38.43
2025-03-16 15:50:00,249.95,41.15
2025-03-16 15:55:00,250.42,39.84
2025-03-16 16:00:00,247.82,38.41
2025-03-16 16:05:00,252.39,41.14
2025-03-16 16:10:00,249.47,40.05
2025-03-16 16:15:00,245.1,40.67
2025-03-16 16:20:00,250.47,39.77
2025-03-16 16:25:00,251.64,40.21
2025-03-16 16:30:00,250.43,41.26
2025-03-16 16:35:00,250.39,39.16
2025-03-16 16:40:00,250.68,40.43
2025-03-16 16:45:00,246.84,40.06
2025-03-16 16:50:00,254.6,39.89
2025-03-16 16:55:00,249.02,40.28
2025-03-16 17:00:00,254.4,39.82
2025-03-16 17:05:00,248.34,41.13
2025-03-16 17:10:00,252.9,39.01
2025-03-16 17:15:00,250.72,38.67
2025-03-16 17:20:00,250.3,39.79
2025-03-16 17:25:00,247.18,41.13
2025-03-16 17:30:00,253.62,39.5
2025-03-16 17:35:00,251.26,39.95
2025-03-16 17:40:00,249.73,39.01
2025-03-16 17:45:00,253.62,38.98
2025-03-16 17:50:00,250.27,40.61
2025-03-16 17:55:00,256.63,40.22
2025-03-16 18:00:00,303.05,40.89
2025-03-16 18:05:00,299.01,40.79
2025-03-16 18:10:00,304.08,38.49
2025-03-16 18:15:00,300.18,39.54
2025-03-16 18:20:00,306.02,39.08
2025-03-16 18:25:00,300.24,38.95
2025-03-16 18:30:00,299.76,39.52
2025-03-16 18:35:00,300.28,41.46
2025-03-16 18:40:00,301.2,40.95
2025-03-16 18:45:00,304.65,40.15
2025-03-16 18:50:00,300.88,39.93
2025-03-16 18:55:00,299.68,40.5
2025-03-16 19:00:00,298.52,40.01
2025-03-16 19:05:00,302.36,39.08
2025-03-16 19:10:00,298.34,38.2
2025-03-16 19:15:00,296.49,38.12
2025-03-16 19:20:00,297.17,40.14
2025-03-16 19:25:00,298.61,39.8
2025-03-16 19:30:00,299.63,39.34
2025-03-16 19:35:00,303.16,41.37
2025-03-16 19:40:00,298.27,39.96
2025-03-16 19:45:00,303.59,39.39
2025-03-16 19:50:00,295.09,40.11
2025-03-16 19:55:00,307.9,41.76
2025-03-16 20:00:00,245.24,41.15
2025-03-16 20:05:00,250.59,40.01
2025-03-16 20:10:00,249.35,40.41
2025-03-16 20:15:00,247.64,41.09
2025-03-16 20:20:00,252.03,39.24
2025-03-16 20:25:00,253.17,40.15
2025-03-16 20:30:00,249.48,40.81
2025-03-16 20:35:00,253.63,40.33
2025-03-16 20:40:00,250.19,40.81
2025-03-16 20:45:00,246.81,39.57
2025-03-16 20:50:00,249.76,39.6
2025-03-16 20:55:00,248.42,40.71
2025-03-16 21:00:00,251.38,40.56
2025-03-16 21:05:00,248.8,41.24
2025-03-16 21:10:00,249.78,38.49
2025-03-16 21:15:00,246.74,39.23
2025-03-16 21:20:00,253.21,40.44
2025-03-16 21:25:00,248.93,38.61
2025-03-16 21:30:00,291.79,40.25
2025-03-16 21:35:00,302.89,38.46
2025-03-16 21:40:00,290.76,42.19
2025-03-16 21:45:00,296.52,40.63
2025-03-16 21:50:00,288.51,39.14
2025-03-16 21:55:00,295.93,40.25
2025-03-16 22:00:00,295.56,39.54
2025-03-16 22:05:00,294.24,39.01
2025-03-16 22:10:00,290.91,40.36
2025-03-16 22:15:00,292.42,38.93
2025-03-16 22:20:00,292.58,38.37
2025-03-16 22:25:00,291.48,40.3
2025-03-16 22:30:00,292.16,40.22
2025-03-16 22:35:00,299.31,39.74
2025-03-16 22:40:00,296.17,38.65
2025-03-16 22:45:00,298.99,39.39
2025-03-16 22:50:00,292.03,40.76
2025-03-16 22:55:00,293.71,41.95
2025-03-16 23:00:00,289.79,40.99
2025-03-16 23:05:00,291.43,39.73
2025-03-16 23:10:00,294.13,39.01
2025-03-16 23:15:00,293.74,41.05
2025-03-16 23:20:00,300.33,40.29
2025-03-16 23:25:00,295.32,38.81
2025-03-16 23:30:00,249.2,40.81
2025-03-16 23:35:00,251.38,39.85
2025-03-16 23:40:00,250.08,38.88
2025-03-16 23:45:00,246.74,40.24
2025-03-16 23:50:00,248.12,38.95
2025-03-16 23:55:00,254.2,41.55
2025-03-17 00:00:00,253.91,41.73
2025-03-17 00:05:00,250.77,41.72
2025-03-17 00:10:00,253.06,40.42
2025-03-17 00:15:00,254.93,39.46
2025-03-17 00:20:00,248.67,40.76
2025-03-17 00:25:00,250.55,38.51
2025-03-17 00:30:00,250.66,40.79
2025-03-17 00:35:00,247.52,39.86
2025-03-17 00:40:00,251.34,40.21
2025-03-17 00:45:00,246.57,41.27
2025-03-17 00:50:00,250.31,38.7
2025-03-17 00:55:00,249.19,40.46
2025-03-17 01:00:00,251.29,38.84
2025-03-17 01:05:00,245.94,37.46
2025-03-17 01:10:00,248.44,39.88
2025-03-17 01:15:00,255.65,39.89
2025-03-17 01:20:00,249.6,40.54
2025-03-17 01:25:00,250.2,39.96
2025-03-17 01:30:00,307.99,40.73
2025-03-17 01:35:00,310.14,42.21
2025-03-17 01:40:00,311.14,40.2
2025-03-17 01:45:00,308.57,41.18
2025-03-17 01:50:00,309.25,40.07
2025-03-17 01:55:00,309.5,39.65
2025-03-17 02:00:00,310.89,38.99
2025-03-17 02:05:00,313.39,40.44
2025-03-17 02:10:00,307.99,40.23
2025-03-17 02:15:00,312.42,38.79
2025-03-17 02:20:00,312.41,40.1
2025-03-17 02:25:00,310.76,40.87
2025-03-17 02:30:00,313.24,38.56
2025-03-17 02:35:00,310.3,41.39
2025-03-17 02:40:00,310.32,38.88
2025-03-17 02:45:00,309.48,40.13
2025-03-17 02:50:00,309.19,38.99
2025-03-17 02:55:00,309.37,40.06
2025-03-17 03:00:00,304.42,38.51
2025-03-17 03:05:00,311.8,39.78
2025-03-17 03:10:00,309.03,39.95
2025-03-17 03:15:00,305.59,40.93
2025-03-17 03:20:00,312.91,39.52
2025-03-17 03:25:00,307.07,39.77
2025-03-17 03:30:00,252.58,40.66
2025-03-17 03:35:00,247.78,38.28
2025-03-17 03:40:00,252.88,40.77
2025-03-17 03:45:00,255.7,40.01
2025-03-17 03:50:00,245.21,40.9
2025-03-17 03:55:00,249.24,39.81
2025-03-17 04:00:00,252.87,40.07
2025-03-17 04:05:00,250.84,40.84
2025-03-17 04:10:00,250.85,39.95
2025-03-17 04:15:00,252.75,40.57
2025-03-17 04:20:00,247.63,39.7
2025-03-17 04:25:00,246.15,39.85
2025-03-17 04:30:00,247.86,39.6
2025-03-17 04:35:00,254,38.76
2025-03-17 04:40:00,247.71,41.57
2025-03-17 04:45:00,245.4,38.97
2025-03-17 04:50:00,253.47,38.35
2025-03-17 04:55:00,248.46,39.12
2025-03-17 05:00:00,248.65,113.9
2025-03-17 05:05:00,245.82,114.54
2025-03-17 05:10:00,251.59,113.48
2025-03-17 05:15:00,251.7,115.23
2025-03-17 05:20:00,248.35,117.78
2025-03-17 05:25:00,246.42,115.05
2025-03-17 05:30:00,244.32,115.91
2025-03-17 05:35:00,251.7,114.03
2025-03-17 05:40:00,257.79,114.89
2025-03-17 05:45:00,251.21,115.2
2025-03-17 05:50:00,251.82,116.75
2025-03-17 05:55:00,250.44,116.56
2025-03-17 06:00:00,251.05,116.55
2025-03-17 06:05:00,249.3,115.88
2025-03-17 06:10:00,250.88,113.22
2025-03-17 06:15:00,247.6,114.83
2025-03-17 06:20:00,246.28,114.37
2025-03-17 06:25:00,250.33,115.4
2025-03-17 06:30:00,250.29,117.39
2025-03-17 06:35:00,246.48,114.97
2025-03-17 06:40:00,248.35,115.55
2025-03-17 06:45:00,248.95,114.46
2025-03-17 06:50:00,252.15,117.18
2025-03-17 06:55:00,250.48,114.46
2025-03-17 07:00:00,249.5,39.47
2025-03-17 07:05:00,245.22,40.58
2025-03-17 07:10:00,250.81,39.29
2025-03-17 07:15:00,251.59,41.34
2025-03-17 07:20:00,256.59,40.81
2025-03-17 07:25:00,251.34,38.33
2025-03-17 07:30:00,252.77,39.49
2025-03-17 07:35:00,252.8,40.71
2025-03-17 07:40:00,244.56,40.83
2025-03-17 07:45:00,249.63,39.59
2025-03-17 07:50:00,249.49,39.8
2025-03-17 07:55:00,248.62,39.41
2025-03-17 08:00:00,252.57,39.2
2025-03-17 08:05:00,254.88,38.94
2025-03-17 08:10:00,247.23,39.18
2025-03-17 08:15:00,249.53,40.37
2025-03-17 08:20:00,251.27,38.85
2025-03-17 08:25:00,247.66,39.94
2025-03-17 08:30:00,243.65,41.39
2025-03-17 08:35:00,249.35,40.63
2025-03-17 08:40:00,246.69,41.18
2025-03-17 08:45:00,244.18,39.99
2025-03-17 08:50:00,252.71,40.78
2025-03-17 08:55:00,254.91,38.24
2025-03-17 09:00:00,251.59,38.15
2025-03-17 09:05:00,251.25,39.51
2025-03-17 09:10:00,251.3,38.74
2025-03-17 09:15:00,249.77,39.03
2025-03-17 09:20:00,251.35,40.13
2025-03-17 09:25:00,249.61,39.96
2025-03-17 09:30:00,247.75,38.73
2025-03-17 09:35:00,253.83,40.51
2025-03-17 09:40:00,252.25,40.19
2025-03-17 09:45:00,257.97,39.58
2025-03-17 09:50:00,247.54,39.3
2025-03-17 09:55:00,245.66,41.52
2025-03-17 10:00:00,254.03,41.05
2025-03-17 10:05:00,249.68,40.29
2025-03-17 10:10:00,254.07,39.74
2025-03-17 10:15:00,256.04,40.37
2025-03-17 10:20:00,245.88,40.53
2025-03-17 10:25:00,247.43,38.58
2025-03-17 10:30:00,244.96,39.12
2025-03-17 10:35:00,249.55,40.63
2025-03-17 10:40:00,247.84,39.92
2025-03-17 10:45:00,244.18,40.62
2025-03-17 10:50:00,250.3,39.43
2025-03-17 10:55:00,253.85,40.17
2025-03-17 11:00:00,247.09,39.66
2025-03-17 11:05:00,253.74,39.04
2025-03-17 11:10:00,252.09,39.73
2025-03-17 11:15:00,249.81,41.55
2025-03-17 11:20:00,246.83,40.03
2025-03-17 11:25:00,248.59,39.37
2025-03-17 11:30:00,256.39,40.45
2025-03-17 11:35:00,248.83,40.18
2025-03-17 11:40:00,251.71,37.91
2025-03-17 11:45:00,249.18,41.03
2025-03-17 11:50:00,246.7,39.68
2025-03-17 11:55:00,252.07,41.37
2025-03-17 12:00:00,254.95,40.07
2025-03-17 12:05:00,253.2,40.12
2025-03-17 12:10:00,254.83,40.12
2025-03-17 12:15:00,250.43,39.82
2025-03-17 12:20:00,249.99,40.57
2025-03-17 12:25:00,251.58,40.81
2025-03-17 12:30:00,249.33,41.92
2025-03-17 12:35:00,248.53,39.26
2025-03-17 12:40:00,245.22,40.03
2025-03-17 12:45:00,253.06,38.13
2025-03-17 12:50:00,250.15,38.57
2025-03-17 12:55:00,245.19,38.62
2025-03-17 13:00:00,259.54,39.99
2025-03-17 13:05:00,270.31,39.05
2025-03-17 13:10:00,268.23,40.3
2025-03-17 13:15:00,266.15,38.59
2025-03-17 13:20:00,260.6,39.06
2025-03-17 13:25:00,264.21,39.44
2025-03-17 13:30:00,261.9,40.6
2025-03-17 13:35:00,263.91,41.02
2025-03-17 13:40:00,264.35,40.26
2025-03-17 13:45:00,262.82,40.91
2025-03-17 13:50:00,260.82,39.77
2025-03-17 13:55:00,267.22,38.75
2025-03-17 14:00:00,265.75,39.26
2025-03-17 14:05:00,266.65,40.44
2025-03-17 14:10:00,268.4,41.12
2025-03-17 14:15:00,268.31,41.32
2025-03-17 14:20:00,269.99,40.63
2025-03-17 14:25:00,267.78,40.55
2025-03-17 14:30:00,266.38,40.26
2025-03-17 14:35:00,263.76,39.44
2025-03-17 14:40:00,261.13,40.3
2025-03-17 14:45:00,266.77,40.33
2025-03-17 14:50:00,264.12,39.57
2025-03-17 14:55:00,270.99,39.15
2025-03-17 15:00:00,248.49,38.22
2025-03-17 15:05:00,250.84,40.08
2025-03-17 15:10:00,250.85,40.72
2025-03-17 15:15:00,245.58,39.38
2025-03-17 15:20:00,247.7,40.11
2025-03-17 15:25:00,244.04,40.08
2025-03-17 15:30:00,250.82,39.75
2025-03-17 15:35:00,250.56,42.88
2025-03-17 15:40:00,252.23,40.84
2025-03-17 15:45:00,247.82,38.05
2025-03-17 15:50:00,246.82,40.77
2025-03-17 15:55:00,249.03,39.51
2025-03-17 16:00:00,251.24,38.24
2025-03-17 16:05:00,246.75,39.65
2025-03-17 16:10:00,251.15,40.84
2025-03-17 16:15:00,251.47,41.17
2025-03-17 16:20:00,252.46,40.78
2025-03-17 16:25:00,248.93,39.48
2025-03-17 16:30:00,250.26,40.02
2025-03-17 16:35:00,253.69,40.64
2025-03-17 16:40:00,247.9,40.28
2025-03-17 16:45:00,249.89,38.65
2025-03-17 16:50:00,256.02,40.08
2025-03-17 16:55:00,250.91,39.56
2025-03-17 17:00:00,252.83,40.41
2025-03-17 17:05:00,250.9,37.88
2025-03-17 17:10:00,253.02,39.21
2025-03-17 17:15:00,251.45,40.63
2025-03-17 17:20:00,249.34,39.84
2025-03-17 17:25:00,249.28,40.32
2025-03-17 17:30:00,249.31,41.33
2025-03-17 17:35:00,251.97,41.91
2025-03-17 17:40:00,250.07,39.64
2025-03-17 17:45:00,249.95,39.82
2025-03-17 17:50:00,250.24,40.68
2025-03-17 17:55:00,250.82,40.24
2025-03-17 18:00:00,304.69,41.02
2025-03-17 18:05:00,297.22,38.15
2025-03-17 18:10:00,303.24,40.35
2025-03-17 18:15:00,298.72,38.53
2025-03-17 18:20:00,298.99,39.73
2025-03-17 18:25:00,299.56,39.29
2025-03-17 18:30:00,295.94,39.33
2025-03-17 18:35:00,298.1,38.56
2025-03-17 18:40:00,299.59,37.47
2025-03-17 18:45:00,298.21,40.87
2025-03-17 18:50:00,303.89,41.14
2025-03-17 18:55:00,297.53,40.61
2025-03-17 19:00:00,299.5,39.83
2025-03-17 19:05:00,298.19,40.55
2025-03-17 19:10:00,303.75,38.87
2025-03-17 19:15:00,295.97,40.31
2025-03-17 19:20:00,301.25,39.62
2025-03-17 19:25:00,303.59,41.47
2025-03-17 19:30:00,304.22,40.84
2025-03-17 19:35:00,300.53,41.79
2025-03-17 19:40:00,305.18,39.63
2025-03-17 19:45:00,297.14,40.29
2025-03-17 19:50:00,298.35,40.7
2025-03-17 19:55:00,298.38,40.19
2025-03-17 20:00:00,250.77,40.27
2025-03-17 20:05:00,243.66,38.81
2025-03-17 20:10:00,252.85,40.05
2025-03-17 20:15:00,253.69,39.63
2025-03-17 20:20:00,249.14,37.89
2025-03-17 20:25:00,253.77,39.15
2025-03-17 20:30:00,251.72,40.72
2025-03-17 20:35:00,247.07,40.68
2025-03-17 20:40:00,247.93,38.46
2025-03-17 20:45:00,248.48,40.11
2025-03-17 20:50:00,250.99,38.56
2025-03-17 20:55:00,252.82,40.53
2025-03-17 21:00:00,252.02,41.13
2025-03-17 21:05:00,248.14,39.76
2025-03-17 21:10:00,250.34,41.17
2025-03-17 21:15:00,248.16,40.02
2025-03-17 21:20:00,254.75,40.15
2025-03-17 21:25:00,248.85,41.08
2025-03-17 21:30:00,294.8,39.8
2025-03-17 21:35:00,294.15,41.18
2025-03-17 21:40:00,291.4,40.71
2025-03-17 21:45:00,294.76,39.82
2025-03-17 21:50:00,297.47,40.61
2025-03-17 21:55:00,294.49,39.27
2025-03-17 22:00:00,290.05,41.32
2025-03-17 22:05:00,294.37,39.53
2025-03-17 22:10:00,292.87,39.88
2025-03-17 22:15:00,295.16,38.04
2025-03-17 22:20:00,297.9,40.08
2025-03-17 22:25:00,292.9,39.1
2025-03-17 22:30:00,294.53,39.33
2025-03-17 22:35:00,295.14,39.42
2025-03-17 22:40:00,290.72,40.76
2025-03-17 22:45:00,296.06,39.2
2025-03-17 22:50:00,294.12,38.88
2025-03-17 22:55:00,292.13,39.97
2025-03-17 23:00:00,290.96,40.74
2025-03-17 23:05:00,294.87,39.97
2025-03-17 23:10:00,297.46,38.44
2025-03-17 23:15:00,296.47,36.31
2025-03-17 23:20:00,291.47,40.24
2025-03-17 23:25:00,293.98,41.62
2025-03-17 23:30:00,251.38,40.11
2025-03-17 23:35:00,253.58,40.84
2025-03-17 23:40:00,254.52,38.92
2025-03-17 23:45:00,250.65,38.67
2025-03-17 23:50:00,253.23,39.6
2025-03-17 23:55:00,245.8,40.18
2025-03-18 00:00:00,251.53,38.43
2025-03-18 00:05:00,254.78,39.74
2025-03-18 00:10:00,249.88,39.42
2025-03-18 00:15:00,254.13,40.06
2025-03-18 00:20:00,254.07,41.63
2025-03-18 00:25:00,251.88,41.38
2025-03-18 00:30:00,255.03,39.84
2025-03-18 00:35:00,249.13,40.54
2025-03-18 00:40:00,249.31,40.38
2025-03-18 00:45:00,254.57,39.46
2025-03-18 00:50:00,251.17,40.38
2025-03-18 00:55:00,246.27,40.38
2025-03-18 01:00:00,250.08,40.65
2025-03-18 01:05:00,258.94,40.71
2025-03-18 01:10:00,242.89,41.64
2025-03-18 01:15:00,253.97,39.17
2025-03-18 01:20:00,248.47,40.48
2025-03-18 01:25:00,251.59,40.78
2025-03-18 01:30:00,312.48,40.6
2025-03-18 01:35:00,305.95,38.93
2025-03-18 01:40:00,305.33,39.9
2025-03-18 01:45:00,307.39,39.34
2025-03-18 01:50:00,309.71,39.57
2025-03-18 01:55:00,304.95,40.24
2025-03-18 02:00:00,311.97,39.81
2025-03-18 02:05:00,311.78,40.44
2025-03-18 02:10:00,310.9,39.86
2025-03-18 02:15:00,310.67,39.9
2025-03-18 02:20:00,306.04,39.08
2025-03-18 02:25:00,309.05,40.26
2025-03-18 02:30:00,310.13,40.45
2025-03-18 02:35:00,312.32,40.72
2025-03-18 02:40:00,310.39,39.75
2025-03-18 02:45:00,315,39.66
2025-03-18 02:50:00,311.87,42.72
2025-03-18 02:55:00,310.16,40
2025-03-18 03:00:00,311.36,38.21
2025-03-18 03:05:00,314.84,39.85
2025-03-18 03:10:00,306.62,37.59
2025-03-18 03:15:00,308.92,41.86
2025-03-18 03:20:00,308.95,41.08
2025-03-18 03:25:00,307.99,39.93
2025-03-18 03:30:00,247.13,40.04
2025-03-18 03:35:00,251.79,39.88
2025-03-18 03:40:00,248.63,40.88
2025-03-18 03:45:00,251.83,40.63
2025-03-18 03:50:00,248.62,39.73
2025-03-18 03:55:00,246.21,42.6
2025-03-18 04:00:00,253.59,40
2025-03-18 04:05:00,255.4,39.39
2025-03-18 04:10:00,250.67,40.82
2025-03-18 04:15:00,251.57,40.26
2025-03-18 04:20:00,255.21,38.5
2025-03-18 04:25:00,251.53,39.65
2025-03-18 04:30:00,253.5,39.49
2025-03-18 04:35:00,252.14,40.88
2025-03-18 04:40:00,253.96,41.55
2025-03-18 04:45:00,250.93,41.14
2025-03-18 04:50:00,250.9,40.45
2025-03-18 04:55:00,251.83,39.79
2025-03-18 05:00:00,245.95,113.99
2025-03-18 05:05:00,247.38,114.95
2025-03-18 05:10:00,254.08,113.01
2025-03-18 05:15:00,254.26,114.91
2025-03-18 05:20:00,251.29,115.87
2025-03-18 05:25:00,247.14,115.67
2025-03-18 05:30:00,253.61,116.51
2025-03-18 05:35:00,250.24,114.43
2025-03-18 05:40:00,246.49,114.73
2025-03-18 05:45:00,251.86,116.15
2025-03-18 05:50:00,252.68,115.92
2025-03-18 05:55:00,252.63,116.78
2025-03-18 06:00:00,249.07,113.89
2025-03-18 06:05:00,248.44,115.89
2025-03-18 06:10:00,246.08,116.2
2025-03-18 06:15:00,254.56,115.35
2025-03-18 06:20:00,250.64,117.05
2025-03-18 06:25:00,254.7,115.45
2025-03-18 06:30:00,249.22,112.53
2025-03-18 06:35:00,255.13,116.12
2025-03-18 06:40:00,244.54,113.39
2025-03-18 06:45:00,250.49,114.48
2025-03-18 06:50:00,247.56,115.53
2025-03-18 06:55:00,248.18,117.25
2025-03-18 07:00:00,246.02,39.29
2025-03-18 07:05:00,248.07,39.93
2025-03-18 07:10:00,255.73,41.36
2025-03-18 07:15:00,248.31,38.11
2025-03-18 07:20:00,253.25,40.63
2025-03-18 07:25:00,244.14,38.93
2025-03-18 07:30:00,257.32,38.08
2025-03-18 07:35:00,249.95,39.99
2025-03-18 07:40:00,252.74,39.94
2025-03-18 07:45:00,253.72,40.37
2025-03-18 07:50:00,248.28,40.93
