timestamp,Midwest Carbon Intensity (grams of CO2 per kWh),East Carbon Intensity (grams of CO2 per kWh),West Carbon Intensity (grams of CO2 per kWh)
2025-03-18 14:55:00,549.5,450.2,256.5
2025-03-18 15:00:00,550.7,449.7,260.9
2025-03-18 15:05:00,549.7,450.5,262.5
2025-03-18 15:10:00,552.1,447.8,262.1
2025-03-18 15:15:00,547.6,452.1,262.6
2025-03-18 15:20:00,546.7,451.2,256.3
2025-03-18 15:25:00,547.8,448.6,267
2025-03-18 15:30:00,550,452.6,259.6
2025-03-18 15:35:00,549.1,450,265.4
2025-03-18 15:40:00,551.9,447,269.4
2025-03-18 15:45:00,553.7,451,270.6
2025-03-18 15:50:00,546.9,450.7,267.8
2025-03-18 15:55:00,547.7,452.8,270.7
2025-03-18 16:00:00,545.6,452.5,277.3
2025-03-18 16:05:00,556,449.6,280.6
2025-03-18 16:10:00,550.8,448.6,278.6
2025-03-18 16:15:00,551.4,450,286
2025-03-18 16:20:00,545.9,451.1,283.4
2025-03-18 16:25:00,549.9,451.4,292.9
2025-03-18 16:30:00,551.5,450.9,291.7
2025-03-18 16:35:00,549.2,449.7,297.9
2025-03-18 16:40:00,553.2,453,300.8
2025-03-18 16:45:00,556.9,448,308
2025-03-18 16:50:00,547.1,457.4,308.8
2025-03-18 16:55:00,546.9,452.3,309.8
2025-03-18 17:00:00,547.3,446.6,316.2
2025-03-18 17:05:00,554.8,450.6,325
2025-03-18 17:10:00,553.1,452.3,324.4
2025-03-18 17:15:00,549.6,448.9,325.5
2025-03-18 17:20:00,550.1,445.5,326.6
2025-03-18 17:25:00,547.5,446.9,330.7
2025-03-18 17:30:00,552.7,451.6,337.9
2025-03-18 17:35:00,548.9,444.7,336.6
2025-03-18 17:40:00,549.2,445.7,342.5
2025-03-18 17:45:00,551.8,451.6,349.9
2025-03-18 17:50:00,549.4,449.3,349.1
2025-03-18 17:55:00,549.3,447.9,348.4
2025-03-18 18:00:00,550,448.5,361.1
2025-03-18 18:05:00,552.4,445.6,362.6
2025-03-18 18:10:00,554.9,451.5,361.5
2025-03-18 18:15:00,551.8,447.6,366.4
2025-03-18 18:20:00,552.4,448.4,364.3
2025-03-18 18:25:00,549.4,451,369.6
2025-03-18 18:30:00,547.9,449.2,368.5
2025-03-18 18:35:00,552,447.9,367.8
2025-03-18 18:40:00,550.5,444,381.7
2025-03-18 18:45:00,545.7,451.1,371.6
2025-03-18 18:50:00,549,450.2,378.6
2025-03-18 18:55:00,549.8,448.4,380.3
2025-03-18 19:00:00,548.5,446.9,382.6
2025-03-18 19:05:00,554.4,450,382.3
2025-03-18 19:10:00,551.4,451.4,383.8
2025-03-18 19:15:00,554.1,450.3,385.8
2025-03-18 19:20:00,550.8,454.9,388.1
2025-03-18 19:25:00,550.2,452.1,387.8
2025-03-18 19:30:00,547.2,449.7,388.7
2025-03-18 19:35:00,550,452.2,385.9
2025-03-18 19:40:00,550,450.1,396.8
2025-03-18 19:45:00,545.9,450.1,393.3
2025-03-18 19:50:00,548.4,453.9,393.1
2025-03-18 19:55:00,549,447.3,391.3
2025-03-18 20:00:00,551.2,450.1,390.8
2025-03-18 20:05:00,551.4,453.6,397
2025-03-18 20:10:00,548.3,450.9,394.5
2025-03-18 20:15:00,551.4,448.9,397.4
2025-03-18 20:20:00,549.5,444.9,391.9
2025-03-18 20:25:00,541.4,443.2,401.1
2025-03-18 20:30:00,548.5,456.2,399.5
2025-03-18 20:35:00,553.2,450.9,396.9
2025-03-18 20:40:00,545,448.2,398.9
2025-03-18 20:45:00,550.3,451,400
2025-03-18 20:50:00,554.8,447.2,394
2025-03-18 20:55:00,547.7,449,403.3
2025-03-18 21:00:00,550,447.2,399.9
2025-03-18 21:05:00,546.1,445.8,396.5
2025-03-18 21:10:00,554.9,443.7,395.5
2025-03-18 21:15:00,549.8,445.2,401.9
2025-03-18 21:20:00,550.1,453.1,399.7
2025-03-18 21:25:00,554.1,447,400.6
2025-03-18 21:30:00,552,451.6,399.4
2025-03-18 21:35:00,547.4,452.9,396.4
2025-03-18 21:40:00,548.1,450,401
2025-03-18 21:45:00,551.5,449.1,398.9
2025-03-18 21:50:00,548.1,450.4,399.5
2025-03-18 21:55:00,543.6,448.8,406.8
2025-03-18 22:00:00,549.8,453.6,402.3
2025-03-18 22:05:00,545.6,455.6,402.5
2025-03-18 22:10:00,554.8,454.3,407.9
2025-03-18 22:15:00,550.5,443.5,401
2025-03-18 22:20:00,547.3,448.7,400.2
2025-03-18 22:25:00,547.9,450,397.8
2025-03-18 22:30:00,544.3,451.4,398.5
2025-03-18 22:35:00,546.7,444.8,393.8
2025-03-18 22:40:00,553,444.8,402.3
2025-03-18 22:45:00,556.7,453.9,396.1
2025-03-18 22:50:00,552.2,448.3,402.6
2025-03-18 22:55:00,549.7,445.5,399.8
2025-03-18 23:00:00,548.7,446.7,400.3
2025-03-18 23:05:00,547.1,451.2,399.8
2025-03-18 23:10:00,556.2,447.5,404.1
2025-03-18 23:15:00,549.4,450.7,403.6
2025-03-18 23:20:00,556.3,447.1,399.9
2025-03-18 23:25:00,554.2,444.8,397.3
2025-03-18 23:30:00,544.8,454.3,402.8
2025-03-18 23:35:00,548,451.2,397.1
2025-03-18 23:40:00,548,449,395.3
2025-03-18 23:45:00,549.8,448.4,401.5
2025-03-18 23:50:00,549.8,454.4,403.6
2025-03-18 23:55:00,559,451.8,398.8
2025-03-19 00:00:00,546.8,453.4,401.2
2025-03-19 00:05:00,550.7,448.2,398.8
2025-03-19 00:10:00,551.8,450.1,402.2
2025-03-19 00:15:00,550,451.1,403.3
2025-03-19 00:20:00,550.3,448.3,399.2
2025-03-19 00:25:00,546.9,449.6,396.9
2025-03-19 00:30:00,550.3,448.1,395.6
2025-03-19 00:35:00,551.5,451.1,402.8
2025-03-19 00:40:00,551,445.9,396.6
2025-03-19 00:45:00,551.7,451.5,401.1
2025-03-19 00:50:00,554.2,450.7,402.3
2025-03-19 00:55:00,552.8,449.2,398.5
2025-03-19 01:00:00,550.2,451.1,399.5
2025-03-19 01:05:00,546.5,448.6,403
2025-03-19 01:10:00,548.2,447.6,397.6
2025-03-19 01:15:00,549.3,451.2,397.3
2025-03-19 01:20:00,550.7,451.3,399.3
2025-03-19 01:25:00,548.5,447.9,403.8
2025-03-19 01:30:00,547.1,447.6,404.8
2025-03-19 01:35:00,546.4,448.8,399.7
2025-03-19 01:40:00,545,447.5,397.9
2025-03-19 01:45:00,549.2,453.7,403.2
2025-03-19 01:50:00,545.5,449.9,395
2025-03-19 01:55:00,546.9,448.9,400.7
2025-03-19 02:00:00,548.7,445.9,399.9
2025-03-19 02:05:00,545.9,450.7,403.9
2025-03-19 02:10:00,551,446.5,404.2
2025-03-19 02:15:00,552.1,446.1,397.2
2025-03-19 02:20:00,548.2,450.2,400.5
2025-03-19 02:25:00,548.5,448.7,398.3
2025-03-19 02:30:00,551.4,439.8,399.1
2025-03-19 02:35:00,547.6,446.5,401.9
2025-03-19 02:40:00,547.3,446.9,399
2025-03-19 02:45:00,553.2,445.2,400.6
2025-03-19 02:50:00,552.2,446.2,402.9
2025-03-19 02:55:00,551.3,439.8,404.5
2025-03-19 03:00:00,552.2,436.2,400.9
2025-03-19 03:05:00,543.4,441.2,400.4
2025-03-19 03:10:00,553.4,444.4,396.7
2025-03-19 03:15:00,550.4,433.2,404.8
2025-03-19 03:20:00,552.1,439.6,401.5
2025-03-19 03:25:00,550.1,435.5,400.4
2025-03-19 03:30:00,549,439.7,400.3
2025-03-19 03:35:00,547.9,445.4,401.1
2025-03-19 03:40:00,549.7,437.9,402.3
2025-03-19 03:45:00,547.5,437.1,402.7
2025-03-19 03:50:00,550.8,438.8,404.8
2025-03-19 03:55:00,543.3,435.1,400.7
2025-03-19 04:00:00,546.2,433.1,405.3
2025-03-19 04:05:00,553.7,435.1,403.2
2025-03-19 04:10:00,545.4,432.3,399.8
2025-03-19 04:15:00,546.3,430.2,395
2025-03-19 04:20:00,544.1,427.2,400.3
2025-03-19 04:25:00,547.4,424.9,404.7
2025-03-19 04:30:00,543.8,426.8,397.7
2025-03-19 04:35:00,545.1,421.1,400.2
2025-03-19 04:40:00,547.8,423.8,400.5
2025-03-19 04:45:00,542.7,414.8,402.8
2025-03-19 04:50:00,546.7,420,398.8
2025-03-19 04:55:00,546.2,414.8,397.4
2025-03-19 05:00:00,546.4,408.1,401.7
2025-03-19 05:05:00,543.1,410.1,397.8
2025-03-19 05:10:00,551.8,404.1,394.5
2025-03-19 05:15:00,544.5,403.5,405.5
2025-03-19 05:20:00,541.7,399.2,402.8
2025-03-19 05:25:00,537.3,397.5,405.6
2025-03-19 05:30:00,538.9,397.9,402.6
2025-03-19 05:35:00,542.7,393.7,402
2025-03-19 05:40:00,542.7,385.9,401.1
2025-03-19 05:45:00,541.1,383.1,399.4
2025-03-19 05:50:00,538.1,384.1,401.5
2025-03-19 05:55:00,531,381.3,398.3
2025-03-19 06:00:00,535.2,375.2,396.8
2025-03-19 06:05:00,529,379,399
2025-03-19 06:10:00,527.2,373.6,403.9
2025-03-19 06:15:00,531.3,366.3,396.3
2025-03-19 06:20:00,531,363,396.3
2025-03-19 06:25:00,531,361.6,401.8
2025-03-19 06:30:00,528.6,358.4,398.7
2025-03-19 06:35:00,527.5,360.4,401.4
2025-03-19 06:40:00,521.7,356.9,402.9
2025-03-19 06:45:00,523.1,351.4,401.4
2025-03-19 06:50:00,517.7,350.8,398.1
2025-03-19 06:55:00,514.9,348.8,403.8
2025-03-19 07:00:00,521.9,344.3,402.2
2025-03-19 07:05:00,516.2,343.2,400
2025-03-19 07:10:00,519.8,341.8,399.9
2025-03-19 07:15:00,519.2,339.6,401
2025-03-19 07:20:00,512.8,334.1,399
2025-03-19 07:25:00,515.2,333,395
2025-03-19 07:30:00,510.3,332.8,402.1
2025-03-19 07:35:00,505.6,330.5,401.9
2025-03-19 07:40:00,510.3,327.2,392.9
2025-03-19 07:45:00,507.5,333,401.3
2025-03-19 07:50:00,506.5,331.5,405
2025-03-19 07:55:00,512.7,326.1,396.4
2025-03-19 08:00:00,501.3,329.3,399.5
2025-03-19 08:05:00,506.1,329.6,399.1
2025-03-19 08:10:00,501.2,331,404.6
2025-03-19 08:15:00,506.1,327.7,402.9
2025-03-19 08:20:00,503.6,327.6,396.8
2025-03-19 08:25:00,503.2,334.1,400.4
2025-03-19 08:30:00,498.7,329.1,406.2
2025-03-19 08:35:00,498.8,334.3,397.3
2025-03-19 08:40:00,503.5,335.5,399
2025-03-19 08:45:00,505.7,337.8,400.5
2025-03-19 08:50:00,501.6,340.7,397
2025-03-19 08:55:00,497.4,346.8,403.9
2025-03-19 09:00:00,501,339.3,397
2025-03-19 09:05:00,507.3,349,394.1
2025-03-19 09:10:00,500.5,341.2,396.4
2025-03-19 09:15:00,504.8,355.5,399.7
2025-03-19 09:20:00,498.5,347.8,395.1
2025-03-19 09:25:00,500.9,363.9,398.1
2025-03-19 09:30:00,503.4,358.2,398.5
2025-03-19 09:35:00,503.3,366.2,392.8
2025-03-19 09:40:00,500.4,368.5,394.3
2025-03-19 09:45:00,501,366.9,396.6
2025-03-19 09:50:00,507.1,370.1,397.1
2025-03-19 09:55:00,508.6,371.7,392.8
2025-03-19 10:00:00,510.4,379.6,394.3
2025-03-19 10:05:00,512.2,379,392.3
2025-03-19 10:10:00,508.2,380.8,394.6
2025-03-19 10:15:00,507.9,387.9,393.2
2025-03-19 10:20:00,514,386.5,389.7
2025-03-19 10:25:00,513.2,391.2,391.3
2025-03-19 10:30:00,509.3,395.4,387.6
2025-03-19 10:35:00,510.4,396,389.1
2025-03-19 10:40:00,516.1,399.2,388
2025-03-19 10:45:00,515.4,408,392.5
2025-03-19 10:50:00,517.1,405.4,383
2025-03-19 10:55:00,521.6,407.5,382.2
2025-03-19 11:00:00,522,410.5,379.1
2025-03-19 11:05:00,524.9,414.8,376.3
2025-03-19 11:10:00,516.4,412.6,376.3
2025-03-19 11:15:00,524.2,419.2,377.9
2025-03-19 11:20:00,526.8,420.8,376.1
2025-03-19 11:25:00,521.3,416.7,372.8
2025-03-19 11:30:00,525.1,429.4,368.8
2025-03-19 11:35:00,525.8,430.3,366
2025-03-19 11:40:00,529.5,425.2,362.3
2025-03-19 11:45:00,535.5,425.9,360.9
2025-03-19 11:50:00,537.7,431.6,356.1
2025-03-19 11:55:00,530.3,428.1,361.4
2025-03-19 12:00:00,535.3,437.9,360.1
2025-03-19 12:05:00,536.4,433.7,345.9
2025-03-19 12:10:00,536.9,441.2,349.5
2025-03-19 12:15:00,537.8,435,346.4
2025-03-19 12:20:00,538.4,438.2,343.1
2025-03-19 12:25:00,543.4,443.3,337.4
2025-03-19 12:30:00,542.5,439.5,339
2025-03-19 12:35:00,536.8,442.1,333.8
2025-03-19 12:40:00,543.1,445.4,332.2
2025-03-19 12:45:00,544.1,441.2,323.4
2025-03-19 12:50:00,543,439.7,318
2025-03-19 12:55:00,546,439.8,319.9
2025-03-19 13:00:00,543.8,446.5,312.2
2025-03-19 13:05:00,544.4,446.4,314.7
2025-03-19 13:10:00,544.7,448.9,301.6
2025-03-19 13:15:00,538.7,445.4,303.1
2025-03-19 13:20:00,545,442.3,299.2
2025-03-19 13:25:00,543.6,439.9,296.7
2025-03-19 13:30:00,542.5,455.9,295.1
2025-03-19 13:35:00,550.7,449.1,292.3
2025-03-19 13:40:00,548.2,448.2,289.8
2025-03-19 13:45:00,546.9,448.9,287.1
2025-03-19 13:50:00,545.6,444,281.4
2025-03-19 13:55:00,548.5,446.1,285.4
2025-03-19 14:00:00,550.8,453.9,280.6
2025-03-19 14:05:00,545.5,450.8,273
2025-03-19 14:10:00,548.2,446.7,271.2
2025-03-19 14:15:00,551,445.4,268.5
2025-03-19 14:20:00,542.8,447.7,268.7
2025-03-19 14:25:00,548.6,448.4,262.9
2025-03-19 14:30:00,547.6,455.5,261.9
2025-03-19 14:35:00,548.6,448.9,256.5
2025-03-19 14:40:00,547.6,446,260.7
2025-03-19 14:45:00,549.6,449.4,264.3
2025-03-19 14:50:00,555.1,450.4,260
2025-03-19 14:55:00,548.4,445.9,259.8
2025-03-19 15:00:00,550.3,450.9,260.8
2025-03-19 15:05:00,555.5,453.4,257.1
2025-03-19 15:10:00,547.9,450.2,260.6
2025-03-19 15:15:00,555.1,447.4,263.8
2025-03-19 15:20:00,549.7,448.3,262.9
2025-03-19 15:25:00,555.1,444.9,265.9
2025-03-19 15:30:00,552,449.5,268.1
2025-03-19 15:35:00,550.7,450.8,267.8
2025-03-19 15:40:00,549.6,447.2,265.4
2025-03-19 15:45:00,548,455.8,268.5
2025-03-19 15:50:00,550.1,452.3,277.4
2025-03-19 15:55:00,552.6,444.6,274.9
2025-03-19 16:00:00,549.9,444.6,277
2025-03-19 16:05:00,549,447,276.5
2025-03-19 16:10:00,549.2,454.7,281.6
2025-03-19 16:15:00,552.9,452.6,287
2025-03-19 16:20:00,553.6,454.9,287.9
2025-03-19 16:25:00,547.9,450,289.5
2025-03-19 16:30:00,548,449.4,293.5
2025-03-19 16:35:00,551.1,446.2,301.2
2025-03-19 16:40:00,554.6,451,303.1
2025-03-19 16:45:00,553.4,449.4,306.1
2025-03-19 16:50:00,546.2,449.3,309.3
2025-03-19 16:55:00,549.2,454.8,308
2025-03-19 17:00:00,547.2,449.6,315.9
2025-03-19 17:05:00,549.2,454,321.8
2025-03-19 17:10:00,554.8,445.2,321.4
2025-03-19 17:15:00,545.7,458.1,328.6
2025-03-19 17:20:00,545.1,448.9,330.7
2025-03-19 17:25:00,547.5,452.1,335
2025-03-19 17:30:00,550.9,452.6,336.1
2025-03-19 17:35:00,551.9,448.5,341.9
2025-03-19 17:40:00,551.3,452.5,338.1
2025-03-19 17:45:00,553.5,452.6,345.7
2025-03-19 17:50:00,544.7,447.9,350.8
2025-03-19 17:55:00,553.6,447.9,352.5
2025-03-19 18:00:00,549.1,450.1,357.8
2025-03-19 18:05:00,552.2,449.7,356.9
2025-03-19 18:10:00,546,454.2,358.4
2025-03-19 18:15:00,550,452.1,357.7
2025-03-19 18:20:00,550.7,449.8,364.3
2025-03-19 18:25:00,553.5,451.8,369
2025-03-19 18:30:00,545.2,443.9,372
2025-03-19 18:35:00,550.1,448.2,367.7
2025-03-19 18:40:00,546.7,450.9,377.4
2025-03-19 18:45:00,551.5,453.3,372.9
2025-03-19 18:50:00,552.3,450.6,377.3
2025-03-19 18:55:00,553.9,454.4,377.7
2025-03-19 19:00:00,548.4,452.6,382.3
2025-03-19 19:05:00,552.8,448.5,382.9
2025-03-19 19:10:00,554.1,449.6,386.1
2025-03-19 19:15:00,545.1,451.2,390.9
2025-03-19 19:20:00,551.8,448.7,387.8
2025-03-19 19:25:00,552.9,454.6,386
2025-03-19 19:30:00,549.2,446.7,390.2
2025-03-19 19:35:00,546.4,450.9,395.7
2025-03-19 19:40:00,552.8,452.2,392.8
2025-03-19 19:45:00,546.4,449.1,394.5
2025-03-19 19:50:00,549.5,448.4,387.7
2025-03-19 19:55:00,549.9,449.8,394.3
2025-03-19 20:00:00,552.1,452.4,393
2025-03-19 20:05:00,548.1,448.5,392.4
2025-03-19 20:10:00,547.9,446.8,395
2025-03-19 20:15:00,550.3,453.5,395.9
2025-03-19 20:20:00,553,451.2,394.1
2025-03-19 20:25:00,556.9,453,397
2025-03-19 20:30:00,545.5,452.3,396.3
2025-03-19 20:35:00,550.9,456.5,399.3
2025-03-19 20:40:00,546.7,453.3,398.2
2025-03-19 20:45:00,553.1,447.8,398.9
2025-03-19 20:50:00,547.2,451.4,400.9
2025-03-19 20:55:00,548,448.3,399.9
2025-03-19 21:00:00,548.2,448.6,398.4
2025-03-19 21:05:00,549.8,445.8,392.4
2025-03-19 21:10:00,551,449.1,400.3
2025-03-19 21:15:00,551.5,451.6,396.2
2025-03-19 21:20:00,550,449.8,398.8
2025-03-19 21:25:00,546,446.7,400.3
2025-03-19 21:30:00,552.2,445.4,403.3
2025-03-19 21:35:00,549.8,456.3,404.9
2025-03-19 21:40:00,553.5,451,396.7
2025-03-19 21:45:00,547.9,447.5,395.6
2025-03-19 21:50:00,545.2,451.4,400.6
2025-03-19 21:55:00,549.9,456.6,400.4
2025-03-19 22:00:00,553.9,451.9,396.1
2025-03-19 22:05:00,550.5,441.6,399.7
2025-03-19 22:10:00,549.4,458,401.6
2025-03-19 22:15:00,547.4,444.5,396.1
2025-03-19 22:20:00,555.3,449.4,396.8
2025-03-19 22:25:00,546.9,446.6,397.9
2025-03-19 22:30:00,547.8,447.8,399.2
2025-03-19 22:35:00,551.7,450.9,402
2025-03-19 22:40:00,544.4,443.8,398.9
2025-03-19 22:45:00,553.8,449.7,400.1
2025-03-19 22:50:00,551.9,453.4,406.7
2025-03-19 22:55:00,552.7,447.5,397.1
2025-03-19 23:00:00,551.7,445.8,398
2025-03-19 23:05:00,549.5,449.6,402
2025-03-19 23:10:00,546.8,449,402.9
2025-03-19 23:15:00,549.6,448.2,401.2
2025-03-19 23:20:00,547.1,446.4,405.4
2025-03-19 23:25:00,551.5,451.6,400.9
2025-03-19 23:30:00,552.4,451.8,394.1
2025-03-19 23:35:00,554.4,446.8,400.3
2025-03-19 23:40:00,551.1,447.2,398.3
2025-03-19 23:45:00,552.8,450.4,404.1
2025-03-19 23:50:00,549.1,447.1,402.9
2025-03-19 23:55:00,548.6,450.5,395.2
2025-03-20 00:00:00,551.4,454.4,404.1
2025-03-20 00:05:00,548.8,449.8,402.8
2025-03-20 00:10:00,550.8,446.3,399
2025-03-20 00:15:00,546.8,451.1,399.8
2025-03-20 00:20:00,547.4,449.4,404.2
2025-03-20 00:25:00,551.9,449.5,394.1
2025-03-20 00:30:00,552.7,451.3,401.3
2025-03-20 00:35:00,547,451.9,403.3
2025-03-20 00:40:00,552,450,399.7
2025-03-20 00:45:00,548.4,449.6,401.9
2025-03-20 00:50:00,550,456,400.3
2025-03-20 00:55:00,554.2,453.4,397.6
2025-03-20 01:00:00,552.4,452.2,397.6
2025-03-20 01:05:00,552.4,450.1,402.1
2025-03-20 01:10:00,555.7,446.6,398.1
2025-03-20 01:15:00,547.9,453,395.4
2025-03-20 01:20:00,547,450,400.4
2025-03-20 01:25:00,547.8,447.7,398.5
2025-03-20 01:30:00,549.2,448.7,396.4
2025-03-20 01:35:00,542.9,446.4,400.2
2025-03-20 01:40:00,549.3,452.4,402.3
2025-03-20 01:45:00,548.3,451.1,400.1
2025-03-20 01:50:00,552.3,449.5,396.8
2025-03-20 01:55:00,551,448.7,401.4
2025-03-20 02:00:00,548.1,446.6,403.1
2025-03-20 02:05:00,551.6,442.1,406.6
2025-03-20 02:10:00,552,444.1,404.3
2025-03-20 02:15:00,547.5,445.8,397
2025-03-20 02:20:00,548.3,445.2,402.6
2025-03-20 02:25:00,543.1,448.4,400.8
2025-03-20 02:30:00,546.5,449.7,396.5
2025-03-20 02:35:00,547.5,446.5,400.9
2025-03-20 02:40:00,549.9,450.8,405.8
2025-03-20 02:45:00,546.8,443.8,403.6
2025-03-20 02:50:00,548,445.3,397
2025-03-20 02:55:00,545.8,445.1,400
2025-03-20 03:00:00,550,448,401.5
2025-03-20 03:05:00,550.6,444.5,394.8
2025-03-20 03:10:00,550.5,443.9,394.9
2025-03-20 03:15:00,549.2,437.9,400.5
2025-03-20 03:20:00,544.5,439.4,400.5
2025-03-20 03:25:00,547.1,444.6,394.5
2025-03-20 03:30:00,547.6,434.2,401.2
2025-03-20 03:35:00,547.5,443.6,403.3
2025-03-20 03:40:00,548.8,440,399.3
2025-03-20 03:45:00,552.7,435.2,400.2
2025-03-20 03:50:00,550.7,433.8,401.7
2025-03-20 03:55:00,545.1,440.8,401.3
2025-03-20 04:00:00,549.8,438,395
2025-03-20 04:05:00,549.5,432,397.3
2025-03-20 04:10:00,544.9,431.3,398.8
2025-03-20 04:15:00,549.6,427.4,397.4
2025-03-20 04:20:00,546.2,428.1,404.4
2025-03-20 04:25:00,542.2,423.9,401.9
2025-03-20 04:30:00,547.4,423.8,396.7
2025-03-20 04:35:00,546.3,427.5,399.4
2025-03-20 04:40:00,544.5,419.8,403.4
2025-03-20 04:45:00,544.7,414.8,398.1
2025-03-20 04:50:00,542.1,411.6,402.6
2025-03-20 04:55:00,545.6,413.8,404.1
2025-03-20 05:00:00,543.1,408.8,403.6
2025-03-20 05:05:00,543.2,409.3,400.5
2025-03-20 05:10:00,543.1,401.1,403.8
2025-03-20 05:15:00,537.9,405.4,398.4
2025-03-20 05:20:00,538,397.5,407.5
2025-03-20 05:25:00,533.3,398,400.7
2025-03-20 05:30:00,540.9,394,403.4
2025-03-20 05:35:00,534.7,397.3,398.9
2025-03-20 05:40:00,537.9,389.8,401.5
2025-03-20 05:45:00,537.8,392.1,401.6
2025-03-20 05:50:00,537.5,385,397.2
2025-03-20 05:55:00,531.2,384.5,397.1
2025-03-20 06:00:00,533.6,376.6,399.4
2025-03-20 06:05:00,537.7,375.2,403.3
2025-03-20 06:10:00,536.8,374.8,394.5
2025-03-20 06:15:00,533.5,370.9,398.9
2025-03-20 06:20:00,530.5,366.8,403.9
2025-03-20 06:25:00,525.3,361.3,396.3
2025-03-20 06:30:00,529.3,358.9,403.7
2025-03-20 06:35:00,525.4,360,396.6
2025-03-20 06:40:00,526.4,357.9,397.2
2025-03-20 06:45:00,521.5,349.5,399.5
2025-03-20 06:50:00,521.7,346.5,405.6
2025-03-20 06:55:00,521.4,343.7,398
2025-03-20 07:00:00,520.4,346.6,394.8
2025-03-20 07:05:00,519.9,339.2,395.7
2025-03-20 07:10:00,515.4,342.4,402.7
2025-03-20 07:15:00,511.9,339.8,395.9
2025-03-20 07:20:00,519.5,334.8,403.5
2025-03-20 07:25:00,520.9,339.7,400.1
2025-03-20 07:30:00,513.6,329.3,399.8
2025-03-20 07:35:00,507.1,337.6,400.7
2025-03-20 07:40:00,507.6,332.6,397.4
2025-03-20 07:45:00,510.4,324.7,400.2
2025-03-20 07:50:00,511.8,335.2,396.2
2025-03-20 07:55:00,503.2,333,403.8
2025-03-20 08:00:00,505.5,328.7,396.6
2025-03-20 08:05:00,505.6,327.2,401
2025-03-20 08:10:00,506.8,325.7,396.5
2025-03-20 08:15:00,502.4,338.2,397.9
2025-03-20 08:20:00,498,328.9,398.3
2025-03-20 08:25:00,503.9,328.8,408.3
2025-03-20 08:30:00,504.9,334.5,399.2
2025-03-20 08:35:00,500.8,330.1,396.7
2025-03-20 08:40:00,501.9,333.5,397.7
2025-03-20 08:45:00,499,341.1,394.4
2025-03-20 08:50:00,497.6,341.4,398.3
2025-03-20 08:55:00,503.1,340.8,404.2
2025-03-20 09:00:00,501.2,344.2,399.5
2025-03-20 09:05:00,501.5,345,400.9
2025-03-20 09:10:00,504.7,348.6,395.3
2025-03-20 09:15:00,497.2,349,397.1
2025-03-20 09:20:00,499,352.2,398.1
2025-03-20 09:25:00,501.5,354.8,395
2025-03-20 09:30:00,499.8,357.2,398
2025-03-20 09:35:00,504.4,365.4,398.3
2025-03-20 09:40:00,502.1,367.5,397.6
2025-03-20 09:45:00,500.4,365.4,395.1
2025-03-20 09:50:00,504.4,367.6,398.3
2025-03-20 09:55:00,505.5,373.7,393.7
2025-03-20 10:00:00,508.7,383.7,392.8
2025-03-20 10:05:00,508,377.2,397.5
2025-03-20 10:10:00,509.2,382.8,389.1
2025-03-20 10:15:00,509.8,386.5,386.5
2025-03-20 10:20:00,509.4,388.9,388.2
2025-03-20 10:25:00,508.9,390.8,391
2025-03-20 10:30:00,513.1,398.5,392.7
2025-03-20 10:35:00,512.5,399.3,385.8
2025-03-20 10:40:00,519.7,403.2,392.1
2025-03-20 10:45:00,519.9,405.1,385.4
2025-03-20 10:50:00,519.1,408.7,383.7
2025-03-20 10:55:00,519.5,413.3,380
2025-03-20 11:00:00,519.4,415,386.9
2025-03-20 11:05:00,517.2,420.4,379
2025-03-20 11:10:00,521.5,419.4,373.7
2025-03-20 11:15:00,523.7,415.9,383.2
2025-03-20 11:20:00,525.4,422.6,375.1
2025-03-20 11:25:00,527.3,424.2,374.3
2025-03-20 11:30:00,529.9,429.8,374.8
2025-03-20 11:35:00,526.2,423,369.3
2025-03-20 11:40:00,527.4,429.3,368
2025-03-20 11:45:00,534.9,427.3,362.8
2025-03-20 11:50:00,534,432.4,362.2
2025-03-20 11:55:00,531.6,431.7,357.2
2025-03-20 12:00:00,533.4,435.2,354.5
2025-03-20 12:05:00,534.5,430.8,352
2025-03-20 12:10:00,535.8,438.7,347.5
2025-03-20 12:15:00,538.1,438.1,347.1
2025-03-20 12:20:00,545.1,439,343.9
2025-03-20 12:25:00,538.9,445.4,341.7
2025-03-20 12:30:00,541.2,439.3,337.8
2025-03-20 12:35:00,534.9,442.3,338.5
2025-03-20 12:40:00,539.2,442.4,332.3
2025-03-20 12:45:00,545.1,443.4,325
2025-03-20 12:50:00,543.2,450.2,323.5
2025-03-20 12:55:00,529.5,444.3,322.9
2025-03-20 13:00:00,545.3,443,312.2
2025-03-20 13:05:00,549.5,450.9,317.6
2025-03-20 13:10:00,538.3,444.8,305.7
2025-03-20 13:15:00,549.3,441.4,307.2
2025-03-20 13:20:00,536.9,444.3,301.1
2025-03-20 13:25:00,548.4,443.2,297.5
2025-03-20 13:30:00,546,441.9,290.4
2025-03-20 13:35:00,539.3,446.5,293.8
2025-03-20 13:40:00,548.1,447.6,284
2025-03-20 13:45:00,550.5,451.6,280.5
2025-03-20 13:50:00,548.4,450.2,285.4
2025-03-20 13:55:00,549.3,450.2,284.5
2025-03-20 14:00:00,546.6,446,274.4
2025-03-20 14:05:00,542.4,451.5,277
2025-03-20 14:10:00,550.3,453.1,274
2025-03-20 14:15:00,553.7,450.3,269.2
2025-03-20 14:20:00,552,450.5,271.6
2025-03-20 14:25:00,542.8,445.5,265.3
